Region,City,City / neighborhood,The reference number of the deal,The date of the deal AD,Hijri date of the deal,Real estate classification,Real estate,The number of real estate,the price,Space
Riyadh region,Riyadh,Riyadh/broad,20035497,2023/05/28,08/11/1444,residential,piece of ground,1,"315,000",450.00
Riyadh region,Riyadh,Riyadh/broad,20023012,2023/05/25,05/11/1444,residential,piece of ground,1,"315,000",400.00
Riyadh region,Riyadh,Riyadh/broad,19956241,2023/05/17,10/27/1444,residential,piece of ground,1,"315,000",450.00
Riyadh region,Riyadh,Riyadh/ Elite,19850442,04/05/2023,1444/10/1444,residential,piece of ground,1,"315,000",918.00
Riyadh region,Riyadh,Riyadh/broad,19819895,2023/05/01,10/10/1444,residential,piece of ground,1,"315,000",405.00
Riyadh region,Riyadh,Riyadh/broad,19799342,2023/04/25,10/10/1444,residential,piece of ground,1,"315,000",432.00
Riyadh region,Riyadh,Riyadh/broad,19700113,04/04/04/04,13/09/1444,residential,piece of ground,1,"315,000",400.00
Riyadh region,Riyadh,Riyadh/Al -Rafiah,19810624,2023/04/26,10/10/1444,residential,piece of ground,1,"314,984",600.00
Riyadh region,Riyadh,Riyadh/Al -Ha'ir,20020633,2023/05/25,05/11/1444,residential,piece of ground,1,"314,916",314.00
Riyadh region,Riyadh,Riyadh/Olaya,20263903,2023/06/21,12/12/1444,residential,piece of ground,1,"314,200",78.55
Riyadh region,Riyadh,Riyadh/East Riyadh,19771255,2023/04/12,09/21/1444,residential,piece of ground,1,"313,500",759.00
Riyadh region,Riyadh,Riyadh/Casablanca,19704942,2023/04/05,1444/09/14,residential,piece of ground,1,"313,088",569.25
Riyadh region,Riyadh,Riyadh/East Riyadh,20272202,2023/06/22,04/12/1444,residential,piece of ground,1,"310,000",770.00
Riyadh region,Riyadh,Riyadh/broad,20273799,2023/06/22,04/12/1444,residential,piece of ground,1,"310,000",450.00
Riyadh region,Riyadh,Riyadh/broad,20273733,2023/06/22,04/12/1444,residential,piece of ground,1,"310,000",450.00
Riyadh region,Riyadh,Riyadh/broad,20195895,2023/06/15,26/11/1444,residential,piece of ground,1,"310,000",405.00
Riyadh region,Riyadh,Riyadh/East Riyadh,20187736,2023/06/14,11/11/1444,residential,piece of ground,1,"310,000",840.00
Riyadh region,Riyadh,Riyadh/broad,20114601,2023/06/05,16/11/1444,residential,piece of ground,1,"310,000",450.00
Riyadh region,Riyadh,Riyadh/broad,20115358,2023/06/05,16/11/1444,residential,piece of ground,1,"310,000",405.00
Riyadh region,Riyadh,Riyadh/ Al -Zahir,20110931,2023/06/05,16/11/1444,residential,piece of ground,1,"310,000",840.00
Riyadh region,Riyadh,Riyadh/flowers,20100473,2023/06/04,15/15/1444,residential,piece of ground,1,"310,000",456.00
Riyadh region,Riyadh,Riyadh/Nammar,20079874,2023/06/01,11/12/1444,residential,piece of ground,1,"310,000",234.00
Riyadh region,Riyadh,Riyadh/East Riyadh,20067035,2023/05/31,11/11/1444,residential,piece of ground,1,"310,000",768.00
Riyadh region,Riyadh,Riyadh/East Riyadh,20057960,2023/05/30,11/11/1444,residential,piece of ground,1,"310,000",750.00
Riyadh region,Riyadh,Riyadh/broad,19989523,2023/05/22,02/11/1444,residential,piece of ground,1,"310,000",450.00
Riyadh region,Riyadh,Riyadh/ Al -Shula,19993756,2023/05/22,02/11/1444,residential,piece of ground,1,"310,000",750.00
Riyadh region,Riyadh,Riyadh/East Riyadh,19981902,2023/05/21,01/11/1444,residential,piece of ground,1,"310,000",759.00
Riyadh region,Riyadh,Riyadh/Nammar,19940702,2023/05/16,10/26/1444,residential,piece of ground,1,"310,000",450.00
Riyadh region,Riyadh,Riyadh/Nammar,19885620,2023/05/09,10/19/1444,residential,piece of ground,1,"310,000",375.00
Riyadh region,Riyadh,Riyadh/ Elite,19851125,2023/05/06,10/16/1444,residential,piece of ground,1,"310,000",870.00
Riyadh region,Riyadh,Riyadh/broad,19836357,2023/05/02,10/12/1444,residential,piece of ground,1,"310,000",450.00
Riyadh region,Riyadh,Riyadh/broad,19825396,2023/05/01,10/10/1444,residential,piece of ground,1,"310,000",405.00
Riyadh region,Riyadh,Riyadh/East Riyadh,19797555,2023/04/16,09/25/1444,residential,piece of ground,1,"310,000",909.30
Riyadh region,Riyadh,Riyadh/Goodness,19747048,2023/04/10,09/1444/1444,residential,piece of ground,1,"310,000",213.13
Riyadh region,Riyadh,Riyadh/broad,19745622,2023/04/10,09/1444/1444,residential,piece of ground,1,"310,000",432.00
Riyadh region,Riyadh,Riyadh/Nammar,19728977,04/04/04/06,09/15/1444,residential,piece of ground,1,"310,000",325.00
Riyadh region,Riyadh,Riyadh/broad,20196489,2023/06/16,27/11/1444,residential,piece of ground,1,"308,000",450.00
Riyadh region,Riyadh,Riyadh/Casablanca,19695305,04/04/04/06,09/15/1444,residential,piece of ground,1,"305,250",555.00
Riyadh region,Riyadh,Riyadh/broad,20228645,2023/06/20,12/12/1444,residential,piece of ground,1,"305,000",405.00
Riyadh region,Riyadh,Riyadh/broad,20054897,2023/05/30,11/11/1444,residential,piece of ground,1,"305,000",450.00
Riyadh region,Riyadh,Riyadh/broad,19993111,2023/05/22,02/11/1444,residential,piece of ground,1,"305,000",400.00
Riyadh region,Riyadh,Riyadh/ Al -Shula,19914825,2023/05/13,10/10/1444,residential,piece of ground,1,"305,000",750.00
Riyadh region,Riyadh,Riyadh/ Al -Ula,19819840,2023/04/30,10/10/1444,residential,piece of ground,1,"305,000",759.00
Riyadh region,Riyadh,Riyadh/Okaz,20091013,2023/06/03,14/11/1444,residential,piece of ground,1,"302,757",288.34
Riyadh region,Riyadh,Riyadh/Umm Al -Hammam,19973830,2023/05/20,10/30/1444,residential,piece of ground,1,"302,400",117.00
Riyadh region,Riyadh,Riyadh/Nammar,20163112,2023/06/11,11/22/1444,residential,piece of ground,1,"302,000",243.00
Riyadh region,Riyadh,Riyadh/Al -Shifa,19810317,2023/04/26,10/10/1444,residential,piece of ground,2,"300,300",802.97
Riyadh region,Riyadh,Riyadh/East Riyadh,20288678,2023/06/29,12/12/1444,residential,piece of ground,1,"300,000",600.00
Riyadh region,Riyadh,Riyadh/Nammar,20286501,2023/06/26,12/12/1444,residential,piece of ground,1,"300,000",666.50
Riyadh region,Riyadh,Riyadh/Nammar,20286487,2023/06/26,12/12/1444,residential,piece of ground,1,"300,000",667.00
Riyadh region,Riyadh,Riyadh/East Riyadh,20286429,2023/06/26,12/12/1444,residential,piece of ground,1,"300,000",465.00
Riyadh region,Riyadh,Riyadh/flowers,20283057,2023/06/25,12/12/1444,residential,piece of ground,1,"300,000",450.00
Riyadh region,Riyadh,Riyadh/Nammar,20283297,2023/06/25,12/12/1444,residential,piece of ground,1,"300,000",421.20
Riyadh region,Riyadh,Riyadh/broad,20274121,2023/06/22,04/12/1444,residential,piece of ground,1,"300,000",450.00
Riyadh region,Riyadh,Riyadh/broad,20272724,2023/06/22,04/12/1444,residential,piece of ground,1,"300,000",450.00
Riyadh region,Riyadh,Riyadh/Al -Marafa,20273025,2023/06/22,04/12/1444,residential,piece of ground,1,"300,000",400.00
Riyadh region,Riyadh,Riyadh/Janadriyah,20270930,2023/06/22,04/12/1444,residential,piece of ground,1,"300,000",234.94
Riyadh region,Riyadh,Riyadh/Janadriyah,20271170,2023/06/22,04/12/1444,residential,piece of ground,1,"300,000",228.42
Riyadh region,Riyadh,Riyadh/East Riyadh,20258625,2023/06/21,12/12/1444,residential,piece of ground,1,"300,000",750.00
Riyadh region,Riyadh,Riyadh/Nammar,20257735,2023/06/21,12/12/1444,residential,piece of ground,1,"300,000",243.00
Riyadh region,Riyadh,Riyadh/Al -Jazeera,20255594,2023/06/21,12/12/1444,residential,piece of ground,1,"300,000",484.00
Riyadh region,Riyadh,Riyadh/Atika,20206089,2023/06/21,12/12/1444,residential,piece of ground,1,"300,000",200.00
Riyadh region,Riyadh,Riyadh/Al -Marafa,20253263,2023/06/21,12/12/1444,residential,piece of ground,1,"300,000",420.00
Riyadh region,Riyadh,Riyadh/Al -Marafa,20258670,2023/06/21,12/12/1444,residential,piece of ground,1,"300,000",400.00
Riyadh region,Riyadh,Riyadh/Al -Jazeera,20226178,2023/06/20,12/12/1444,residential,piece of ground,1,"300,000",484.00
Riyadh region,Riyadh,Riyadh/Al -Jazeera,20225980,2023/06/20,12/12/1444,residential,piece of ground,1,"300,000",484.00
Riyadh region,Riyadh,Riyadh/East Riyadh,20221045,2023/06/19,01/12/1444,residential,piece of ground,1,"300,000",903.97
Riyadh region,Riyadh,Riyadh/broad,20208990,2023/06/19,01/12/1444,residential,piece of ground,1,"300,000",432.00
Riyadh region,Riyadh,Riyadh/broad,20221073,2023/06/19,01/12/1444,residential,piece of ground,1,"300,000",400.00
Riyadh region,Riyadh,Riyadh/Al -Jazeera,20206675,2023/06/19,01/12/1444,residential,piece of ground,1,"300,000",484.00
Riyadh region,Riyadh,Riyadh/Al -Marafa,20208501,2023/06/19,01/12/1444,residential,piece of ground,1,"300,000",599.90
Riyadh region,Riyadh,Riyadh/East Riyadh,20201990,2023/06/18,29/11/1444,residential,piece of ground,1,"300,000",855.18
Riyadh region,Riyadh,Riyadh/broad,20201968,2023/06/18,29/11/1444,residential,piece of ground,1,"300,000",450.00
Riyadh region,Riyadh,Riyadh/Al -Jazeera,20176742,2023/06/18,29/11/1444,residential,piece of ground,1,"300,000",484.00
Riyadh region,Riyadh,Riyadh/Nasiriyah,20196685,2023/06/16,27/11/1444,residential,piece of ground,1,"300,000",71.50
Riyadh region,Riyadh,Riyadh/Al -Ghanniyah,20195933,2023/06/15,26/11/1444,residential,piece of ground,1,"300,000",799.81
Riyadh region,Riyadh,Riyadh/East Riyadh,20195864,2023/06/15,26/11/1444,residential,piece of ground,1,"300,000",600.00
Riyadh region,Riyadh,Riyadh/East Riyadh,20194097,2023/06/15,26/11/1444,residential,piece of ground,1,"300,000",900.00
Riyadh region,Riyadh,Riyadh/East Riyadh,20194244,2023/06/15,26/11/1444,residential,piece of ground,1,"300,000",900.00
Riyadh region,Riyadh,Riyadh/East Riyadh,20194037,2023/06/15,26/11/1444,residential,piece of ground,1,"300,000",752.00
Riyadh region,Riyadh,Riyadh/Al -Jazeera,20193015,2023/06/15,26/11/1444,residential,piece of ground,1,"300,000",484.00
Riyadh region,Riyadh,Riyadh/East Riyadh,20188014,2023/06/14,11/11/1444,residential,piece of ground,1,"300,000",750.01
Riyadh region,Riyadh,Riyadh/East Riyadh,20187396,2023/06/14,11/11/1444,residential,piece of ground,1,"300,000",759.00
Riyadh region,Riyadh,Riyadh/broad,20186468,2023/06/14,11/11/1444,residential,piece of ground,1,"300,000",495.00
Riyadh region,Riyadh,Riyadh/broad,20188144,2023/06/14,11/11/1444,residential,piece of ground,1,"300,000",400.00
Riyadh region,Riyadh,Riyadh/East Riyadh,20171682,2023/06/12,23/11/1444,residential,piece of ground,1,"300,000",775.50
Riyadh region,Riyadh,Riyadh/East Riyadh,20171260,2023/06/12,23/11/1444,residential,piece of ground,1,"300,000",630.00
Riyadh region,Riyadh,Riyadh/broad,20174242,2023/06/12,23/11/1444,residential,piece of ground,1,"300,000",405.00
Riyadh region,Riyadh,Riyadh/East Riyadh,20165347,2023/06/11,11/22/1444,residential,piece of ground,1,"300,000",752.50
Riyadh region,Riyadh,Riyadh/East Riyadh,20167325,2023/06/11,11/22/1444,residential,piece of ground,1,"300,000",768.00
Riyadh region,Riyadh,Riyadh/Nammar,20163009,2023/06/11,11/22/1444,residential,piece of ground,1,"300,000",432.00
Riyadh region,Riyadh,Riyadh/Khalidiya,20157185,2023/06/10,11/21/1444,residential,piece of ground,1,"300,000",160.00
Riyadh region,Riyadh,Riyadh/East Riyadh,20156725,2023/06/10,11/21/1444,residential,piece of ground,1,"300,000",700.00
Riyadh region,Riyadh,Riyadh/East Riyadh,20156790,2023/06/10,11/21/1444,residential,piece of ground,1,"300,000",900.00
Riyadh region,Riyadh,Riyadh/Nammar,20154515,2023/06/09,11/20/1444,residential,piece of ground,1,"300,000",274.68
Riyadh region,Riyadh,Riyadh/Nammar,20154461,2023/06/09,11/20/1444,residential,piece of ground,1,"300,000",430.89
Riyadh region,Riyadh,Riyadh/Nammar,20139983,2023/06/08,19/11/1444,residential,piece of ground,1,"300,000",274.68
Riyadh region,Riyadh,Riyadh/Al -Jazeera,20141915,2023/06/08,19/11/1444,residential,piece of ground,1,"300,000",484.00
Riyadh region,Riyadh,Riyadh/Al Yamamah,20130872,2023/06/07,11/18/1444,residential,piece of ground,1,"300,000",272.00
Riyadh region,Riyadh,Riyadh/East Riyadh,20135635,2023/06/07,11/18/1444,residential,piece of ground,1,"300,000",752.00
Riyadh region,Riyadh,Riyadh/Al -Marafa,20128101,2023/06/07,11/18/1444,residential,piece of ground,1,"300,000",787.50
Riyadh region,Riyadh,Riyadh/Al -Marafa,20133049,2023/06/07,11/18/1444,residential,piece of ground,1,"300,000",400.00
Riyadh region,Riyadh,Riyadh/Casablanca,20126223,2023/06/06,17/11/1444,residential,piece of ground,1,"300,000",250.00
Riyadh region,Riyadh,Riyadh/Al -Jazeera,20119146,2023/06/06,17/11/1444,residential,piece of ground,1,"300,000",484.00
Riyadh region,Riyadh,Riyadh/Al -Marafa,20120706,2023/06/06,17/11/1444,residential,piece of ground,1,"300,000",595.46
Riyadh region,Riyadh,Riyadh/broad,20114504,2023/06/05,16/11/1444,residential,piece of ground,1,"300,000",456.25
Riyadh region,Riyadh,Riyadh/broad,20114430,2023/06/05,16/11/1444,residential,piece of ground,1,"300,000",456.25
Riyadh region,Riyadh,Riyadh/broad,20114600,2023/06/05,16/11/1444,residential,piece of ground,1,"300,000",375.00
Riyadh region,Riyadh,Riyadh/broad,20114665,2023/06/05,16/11/1444,residential,piece of ground,1,"300,000",375.00
Riyadh region,Riyadh,Riyadh/Al -Jazeera,20104039,2023/06/05,16/11/1444,residential,piece of ground,1,"300,000",484.00
Riyadh region,Riyadh,Riyadh/East Riyadh,20099670,2023/06/04,15/15/1444,residential,piece of ground,1,"300,000",750.00
Riyadh region,Riyadh,Riyadh/East Riyadh,20098213,2023/06/04,15/15/1444,residential,piece of ground,1,"300,000",742.50
Riyadh region,Riyadh,Riyadh/Nammar,20097604,2023/06/04,15/15/1444,residential,piece of ground,1,"300,000",276.00
Riyadh region,Riyadh,Riyadh/Sayyah,20080466,2023/06/01,11/12/1444,residential,piece of ground,1,"300,000",225.50
Riyadh region,Riyadh,Riyadh/Nammar,20082026,2023/06/01,11/12/1444,residential,piece of ground,1,"300,000",457.50
Riyadh region,Riyadh,Riyadh/Al -Marafa,20076781,2023/06/01,11/12/1444,residential,piece of ground,1,"300,000",400.00
Riyadh region,Riyadh,Riyadh/Al -Marafa,20076945,2023/06/01,11/12/1444,residential,piece of ground,1,"300,000",400.00
Riyadh region,Riyadh,Riyadh/East Riyadh,20067040,2023/05/31,11/11/1444,residential,piece of ground,1,"300,000",870.00
Riyadh region,Riyadh,Riyadh/East Riyadh,20066079,2023/05/31,11/11/1444,residential,piece of ground,1,"300,000",900.00
Riyadh region,Riyadh,Riyadh/broad,20070974,2023/05/31,11/11/1444,residential,piece of ground,1,"300,000",450.00
Riyadh region,Riyadh,Riyadh/East Riyadh,20055201,2023/05/30,11/11/1444,residential,piece of ground,1,"300,000",745.50
Riyadh region,Riyadh,Riyadh/Manfuhah,20054345,2023/05/30,11/11/1444,residential,piece of ground,1,"300,000",232.00
Riyadh region,Riyadh,Riyadh/Al -Marafa,20049278,2023/05/29,09/11/1444,residential,piece of ground,1,"300,000",536.11
Riyadh region,Riyadh,Riyadh/flowers,20037986,2023/05/28,08/11/1444,residential,piece of ground,1,"300,000",450.00
Riyadh region,Riyadh,Riyadh/broad,20035499,2023/05/28,08/11/1444,residential,piece of ground,1,"300,000",405.00
Riyadh region,Riyadh,Riyadh/Nammar,20037679,2023/05/28,08/11/1444,residential,piece of ground,1,"300,000",432.00
Riyadh region,Riyadh,Riyadh/Al -Marafa,20035597,2023/05/28,08/11/1444,residential,piece of ground,1,"300,000",787.50
Riyadh region,Riyadh,Riyadh/Rabia,20030259,2023/05/27,07/11/1444,residential,piece of ground,2,"300,000",912.87
Riyadh region,Riyadh,Riyadh/ Al -Zahir,20029845,2023/05/27,07/11/1444,residential,piece of ground,1,"300,000",900.00
Riyadh region,Riyadh,Riyadh/East Riyadh,20026328,2023/05/26,06/11/1444,residential,piece of ground,1,"300,000",742.50
Riyadh region,Riyadh,Riyadh/Nammar,20026230,2023/05/26,06/11/1444,residential,piece of ground,1,"300,000",468.00
Riyadh region,Riyadh,Riyadh/Goodness,20023047,2023/05/25,05/11/1444,residential,piece of ground,1,"300,000",210.00
Riyadh region,Riyadh,Riyadh/milk,19999897,2023/05/25,05/11/1444,residential,piece of ground,1,"300,000","1,200.00"
Riyadh region,Riyadh,Riyadh/broad,20014016,2023/05/24,04/11/1444,residential,piece of ground,1,"300,000",450.00
Riyadh region,Riyadh,Riyadh/broad,20014017,2023/05/24,04/11/1444,residential,piece of ground,1,"300,000",450.00
Riyadh region,Riyadh,Riyadh/broad,20014356,2023/05/24,04/11/1444,residential,piece of ground,1,"300,000",450.00
Riyadh region,Riyadh,Riyadh/broad,20014326,2023/05/24,04/11/1444,residential,piece of ground,1,"300,000",450.00
Riyadh region,Riyadh,Riyadh/Manfuhah,19999188,2023/05/23,03/11/1444,residential,piece of ground,1,"300,000",187.50
Riyadh region,Riyadh,Riyadh/East Riyadh,20006025,2023/05/23,03/11/1444,residential,piece of ground,1,"300,000",900.00
Riyadh region,Riyadh,Riyadh/broad,20004588,2023/05/23,03/11/1444,residential,piece of ground,1,"300,000",450.00
Riyadh region,Riyadh,Riyadh/broad,20005880,2023/05/23,03/11/1444,residential,piece of ground,1,"300,000",375.00
Riyadh region,Riyadh,Riyadh/broad,20005919,2023/05/23,03/11/1444,residential,piece of ground,1,"300,000",375.00
Riyadh region,Riyadh,Riyadh/Nammar,19997938,2023/05/23,03/11/1444,residential,piece of ground,1,"300,000",302.15
Riyadh region,Riyadh,Riyadh/Al -Marafa,20001032,2023/05/23,03/11/1444,residential,piece of ground,1,"300,000",787.50
Riyadh region,Riyadh,Riyadh/Al -Suwaidi,19994163,2023/05/22,02/11/1444,residential,piece of ground,1,"300,000",135.00
Riyadh region,Riyadh,Riyadh/ Elite,19990103,2023/05/22,02/11/1444,residential,piece of ground,1,"300,000",864.00
Riyadh region,Riyadh,Riyadh/wilderness,19978670,2023/05/21,01/11/1444,residential,piece of ground,1,"300,000",337.50
Riyadh region,Riyadh,Riyadh/Andalusia,19985060,2023/05/21,01/11/1444,residential,piece of ground,1,"300,000",487.20
Riyadh region,Riyadh,Riyadh/East Riyadh,19980533,2023/05/21,01/11/1444,residential,piece of ground,1,"300,000",645.00
Riyadh region,Riyadh,Riyadh/broad,19985159,2023/05/21,01/11/1444,residential,piece of ground,1,"300,000",504.00
Riyadh region,Riyadh,Riyadh/broad,19984870,2023/05/21,01/11/1444,residential,piece of ground,1,"300,000",517.50
Riyadh region,Riyadh,Riyadh/Nammar,19983033,2023/05/21,01/11/1444,residential,piece of ground,1,"300,000",432.00
Riyadh region,Riyadh,Riyadh/ Elite,19985519,2023/05/21,01/11/1444,residential,piece of ground,1,"300,000",864.00
Riyadh region,Riyadh,Riyadh/ Elite,19981003,2023/05/21,01/11/1444,residential,piece of ground,1,"300,000",900.00
Riyadh region,Riyadh,Riyadh/Manfuhah,19962369,2023/05/18,10/28/1444,residential,piece of ground,1,"300,000",225.00
Riyadh region,Riyadh,Riyadh/Nammar,19965763,2023/05/18,10/28/1444,residential,piece of ground,1,"300,000",375.00
Riyadh region,Riyadh,Riyadh/Al -Jaradiya,19950666,2023/05/17,10/27/1444,residential,piece of ground,1,"300,000",154.00
Riyadh region,Riyadh,Riyadh/Casablanca,19935575,2023/05/16,10/26/1444,residential,piece of ground,1,"300,000",250.00
Riyadh region,Riyadh,Riyadh/broad,19943509,2023/05/16,10/26/1444,residential,piece of ground,1,"300,000",450.00
Riyadh region,Riyadh,Riyadh/Ghobara,19939292,2023/05/16,10/26/1444,residential,piece of ground,1,"300,000",125.00
Riyadh region,Riyadh,Riyadh/Al -Marafa,19939018,2023/05/16,10/26/1444,residential,piece of ground,1,"300,000",599.90
Riyadh region,Riyadh,Riyadh/Nammar,19932726,2023/05/15,10/10/1444,residential,piece of ground,1,"300,000",434.00
Riyadh region,Riyadh,Riyadh/ Al -Shula,19914807,2023/05/15,10/10/1444,residential,piece of ground,1,"300,000",750.00
Riyadh region,Riyadh,Riyadh/broad,19913520,2023/05/14,24/10/1444,residential,piece of ground,1,"300,000",400.00
Riyadh region,Riyadh,Riyadh/Al -Suwaidi,19927553,2023/05/14,24/10/1444,residential,piece of ground,1,"300,000",210.00
Riyadh region,Riyadh,Riyadh/Al -Jazeera,19904951,2023/05/11,10/21444,residential,piece of ground,1,"300,000",484.00
